row_id,Salary,lower_bound,upper_bound,modified_z_log_salary,is_iqr_outlier,is_log_mz_outlier,is_hybrid_outlier,kept_in_analysis
60,45000,-65000.0,295000.0,-1.5268379562611847,False,False,False,True
61,57000,-65000.0,295000.0,-1.132411524609343,False,False,False,True
62,100000,-65000.0,295000.0,-0.19448815588220966,False,False,False,True
63,85000,-65000.0,295000.0,-0.4656590717040553,False,False,False,True
64,50000,-65000.0,295000.0,-1.3510386963799785,False,False,False,True
65,37000,-65000.0,295000.0,-1.853447517439533,False,False,False,True
66,55000,-65000.0,295000.0,-1.1920089216666452,False,False,False,True
67,90000,-65000.0,295000.0,-0.37028741576341584,False,False,False,True
68,70000,-65000.0,295000.0,-0.7896180370441199,False,False,False,True
69,65000,-65000.0,295000.0,-0.913270873921189,False,False,False,True
70,50000,-65000.0,295000.0,-1.3510386963799785,False,False,False,True
71,55000,-65000.0,295000.0,-1.1920089216666452,False,False,False,True
72,35000,-65000.0,295000.0,-1.9461685775418887,False,False,False,True
73,60000,-65000.0,295000.0,-1.0468261121433942,False,False,False,True
74,55000,-65000.0,295000.0,-1.1920089216666452,False,False,False,True
75,90000,-65000.0,295000.0,-0.37028741576341584,False,False,False,True
76,65000,-65000.0,295000.0,-0.913270873921189,False,False,False,True
77,35000,-65000.0,295000.0,-1.9461685775418887,False,False,False,True
78,108267,-65000.0,295000.0,-0.061954896408924806,False,False,False,True
79,149217,-65000.0,295000.0,0.4733178988348758,False,False,False,True
80,65000,-65000.0,295000.0,-0.913270873921189,False,False,False,True
